ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
3362	"ENSMUSG00000099807"	"Gm28771"	chrY	-	38341100	38341284	38340084	38340574	38342013	38342199
3363	"ENSMUSG00000042797"	"Aqp11"	chr7	-	97728970	97729087	97724005	97726704	97737368	97738289
3364	"ENSMUSG00000023348"	"Trip6"	chr5	-	137313580	137313708	137312981	137313476	137313959	137314164
3365	"ENSMUSG00000030428"	"Ttyh1"	chr7	+	4124619	4124731	4122148	4122655	4125522	4125560
3366	"ENSMUSG00000030428"	"Ttyh1"	chr7	+	4133356	4133402	4133029	4133217	4133662	4133738
3367	"ENSMUSG00000102016"	"Gm29606"	chrY	+	79775046	79775230	79774088	79774316	79775756	79776245
3368	"ENSMUSG00000025006"	"Sorbs1"	chr19	-	40300242	40300302	40299462	40299521	40311668	40311748
3369	"ENSMUSG00000025006"	"Sorbs1"	chr19	-	40309580	40310333	40299462	40299521	40311668	40311863
3370	"ENSMUSG00000025006"	"Sorbs1"	chr19	-	40321792	40321960	40318021	40318068	40324746	40324832
3371	"ENSMUSG00000025006"	"Sorbs1"	chr19	-	40325470	40326937	40324746	40324832	40327449	40327622
3372	"ENSMUSG00000025006"	"Sorbs1"	chr19	-	40340044	40340146	40336985	40337035	40340684	40340750
3373	"ENSMUSG00000025006"	"Sorbs1"	chr19	-	40340684	40340750	40340044	40340146	40344355	40344439
3374	"ENSMUSG00000025006"	"Sorbs1"	chr19	-	40361041	40361104	40352517	40352565	40361428	40361503
3375	"ENSMUSG00000025006"	"Sorbs1"	chr19	-	40361428	40361503	40352517	40352565	40363201	40363265
3376	"ENSMUSG00000025006"	"Sorbs1"	chr19	-	40369689	40369719	40364993	40365166	40373475	40373617
3377	"ENSMUSG00000025006"	"Sorbs1"	chr19	-	40376644	40376803	40373475	40373617	40376983	40377016
3378	"ENSMUSG00000025006"	"Sorbs1"	chr19	-	40376644	40377016	40373475	40373617	40382520	40382633
3379	"ENSMUSG00000025006"	"Sorbs1"	chr19	-	40376983	40377016	40373475	40373617	40377653	40377886
3380	"ENSMUSG00000025006"	"Sorbs1"	chr19	-	40376983	40377016	40373475	40373617	40382520	40382633
3381	"ENSMUSG00000025006"	"Sorbs1"	chr19	-	40376983	40377016	40376644	40376803	40382520	40382633
3382	"ENSMUSG00000025006"	"Sorbs1"	chr19	-	40377653	40378379	40373475	40373617	40382520	40382633
3383	"ENSMUSG00000025006"	"Sorbs1"	chr19	-	40382755	40382782	40382520	40382633	40393387	40393516
3384	"ENSMUSG00000025006"	"Sorbs1"	chr19	-	40395678	40395768	40393387	40393516	40398541	40398610
3385	"ENSMUSG00000025006"	"Sorbs1"	chr19	-	40402257	40402310	40398541	40398610	40451313	40451387
3386	"ENSMUSG00000025006"	"Sorbs1"	chr19	-	40451313	40451398	40402257	40402310	40513670	40513704
3387	"ENSMUSG00000025006"	"Sorbs1"	chr19	-	40501448	40501585	40451313	40451398	40513670	40513750
3388	"ENSMUSG00000100988"	"Gm28136"	chrY	+	66160366	66160603	66158958	66159038	66162440	66162624
3389	"ENSMUSG00000100988"	"Gm28136"	chrY	+	66160913	66161044	66158902	66159038	66161528	66161746
3390	"ENSMUSG00000100988"	"Gm28136"	chrY	+	66161528	66161746	66159002	66159038	66162440	66162583
3391	"ENSMUSG00000100988"	"Gm28136"	chrY	+	66161528	66161746	66160913	66161044	66162440	66162583
3392	"ENSMUSG00000100988"	"Gm28136"	chrY	+	66161703	66161746	66160946	66161044	66162440	66162528
3393	"ENSMUSG00000100988"	"Gm28136"	chrY	+	66162440	66162624	66160946	66161044	66163139	66163181
3394	"ENSMUSG00000039747"	"Orai2"	chr5	-	136167824	136167887	136161486	136161724	136168365	136168474
3395	"ENSMUSG00000039747"	"Orai2"	chr5	-	136168365	136168474	136161486	136161724	136170537	136170628
3396	"ENSMUSG00000029699"	"Ssc4d"	chr5	-	135961888	135961966	135960210	135961208	135962199	135962327
3397	"ENSMUSG00000029699"	"Ssc4d"	chr5	-	135965570	135965885	135964618	135964696	135966074	135966152
3398	"ENSMUSG00000051391"	"Ywhag"	chr5	-	135932516	135932642	135930684	135930949	135934322	135934616
3399	"ENSMUSG00000039860"	"Srrm3"	chr5	+	135867126	135867146	135857037	135857215	135868172	135868519
3400	"ENSMUSG00000019179"	"Mdh2"	chr5	+	135783304	135783473	135778479	135778801	135784183	135784267
3401	"ENSMUSG00000019179"	"Mdh2"	chr5	+	135783373	135783473	135778684	135778801	135784183	135784267
3402	"ENSMUSG00000019179"	"Mdh2"	chr5	+	135784183	135784267	135783304	135783473	135785928	135786038
3403	"ENSMUSG00000028909"	"Ptpru"	chr4	-	131794960	131794990	131793517	131793675	131797852	131797991
3404	"ENSMUSG00000030154"	"Klrb1f"	chr6	+	129053182	129053257	129052458	129052557	129053711	129053866
3405	"ENSMUSG00000030154"	"Klrb1f"	chr6	+	129053182	129053257	129052458	129052557	129053790	129053866
3406	"ENSMUSG00000039046"	"Usp6nl"	chr2	+	6394472	6394555	6391054	6391122	6400279	6400319
3407	"ENSMUSG00000040013"	"Fkbp6"	chr5	-	135344648	135344768	135339921	135340116	135346089	135346292
3408	"ENSMUSG00000022487"	"Gtsf1"	chr15	-	103429858	103429994	103428339	103428384	103430176	103430244
3409	"ENSMUSG00000022487"	"Gtsf1"	chr15	-	103429858	103429994	103428339	103428384	103430355	103430409
3410	"ENSMUSG00000022487"	"Gtsf1"	chr15	-	103430176	103430257	103428339	103428384	103430355	103430379
3411	"ENSMUSG00000062410"	"Hsd3b3"	chr3	-	98743822	98743987	98741523	98742695	98753310	98753463
3412	"ENSMUSG00000045482"	"Trrap"	chr5	+	144810150	144810204	144807322	144807391	144811894	144812014
3413	"ENSMUSG00000045482"	"Trrap"	chr5	+	144810331	144810352	144810150	144810204	144811894	144812014
3414	"ENSMUSG00000025776"	"Crispld1"	chr1	+	17727581	17727763	17727058	17727134	17728593	17728914
3415	"ENSMUSG00000107667"	"C530044C16Rik"	chr6	+	50796793	50796889	50776268	50776403	50798766	50798988
3416	"ENSMUSG00000000416"	"Cttnbp2"	chr6	-	18397517	18397604	18397332	18397432	18405183	18405263
3417	"ENSMUSG00000000416"	"Cttnbp2"	chr6	-	18429119	18429159	18427438	18427642	18433982	18434451
3418	"ENSMUSG00000020728"	"Cep112"	chr11	+	108432755	108432862	108425265	108425351	108434125	108434239
3419	"ENSMUSG00000020728"	"Cep112"	chr11	+	108470291	108470382	108440423	108440596	108472016	108472094
3420	"ENSMUSG00000020728"	"Cep112"	chr11	+	108752577	108752640	108682608	108682875	108757669	108757737
3421	"ENSMUSG00000020728"	"Cep112"	chr11	+	108757669	108757819	108682601	108682875	108808649	108808706
3422	"ENSMUSG00000070816"	"Vmn1r86"	chr7	-	13104572	13104704	13097530	13103622	13119631	13119852
3423	"ENSMUSG00000087380"	"2210408F21Rik"	chr6	+	31244104	31244358	31220350	31220519	31277847	31277955
3424	"ENSMUSG00000087380"	"2210408F21Rik"	chr6	+	31244104	31244358	31220350	31220519	31285002	31285120
3425	"ENSMUSG00000087380"	"2210408F21Rik"	chr6	+	31249817	31249936	31220421	31220519	31285002	31285120
3426	"ENSMUSG00000087380"	"2210408F21Rik"	chr6	+	31277847	31277955	31220350	31220519	31285002	31285120
3427	"ENSMUSG00000087380"	"2210408F21Rik"	chr6	+	31277847	31277955	31244104	31244358	31285002	31285120
3428	"ENSMUSG00000087380"	"2210408F21Rik"	chr6	+	31285002	31285120	31220404	31220519	31328288	31328300
3429	"ENSMUSG00000087380"	"2210408F21Rik"	chr6	+	31285002	31285120	31277847	31277955	31335990	31336062
3430	"ENSMUSG00000087380"	"2210408F21Rik"	chr6	+	31328288	31328360	31285002	31285120	31335990	31336062
3431	"ENSMUSG00000087380"	"2210408F21Rik"	chr6	+	31328288	31328389	31285002	31285120	31335990	31336062
3432	"ENSMUSG00000087380"	"2210408F21Rik"	chr6	+	31328331	31328360	31277847	31277955	31335990	31336062
3433	"ENSMUSG00000087380"	"2210408F21Rik"	chr6	+	31336803	31336857	31335990	31336062	31337229	31337247
3434	"ENSMUSG00000091012"	"Vmn1r34"	chr6	-	66640573	66640669	66635935	66638589	66641531	66641786
3435	"ENSMUSG00000029428"	"Stx2"	chr5	-	128987717	128987842	128984556	128986430	128988801	128988912
3436	"ENSMUSG00000029428"	"Stx2"	chr5	-	128989378	128989406	128988907	128988912	128990963	128991101
3437	"ENSMUSG00000036402"	"Gng12"	chr6	+	66943824	66943877	66914452	66914510	67015724	67015843
3438	"ENSMUSG00000036402"	"Gng12"	chr6	+	66943824	66943882	66914452	66914510	67015724	67015843
3439	"ENSMUSG00000072591"	"Fzd10os"	chr5	-	128582714	128582987	128579105	128579285	128584163	128584296
3440	"ENSMUSG00000072591"	"Fzd10os"	chr5	-	128584163	128584296	128579177	128579285	128585271	128585350
3441	"ENSMUSG00000072591"	"Fzd10os"	chr5	-	128594207	128594910	128585271	128585406	128600536	128600693
3442	"ENSMUSG00000072591"	"Fzd10os"	chr5	-	128594207	128595764	128585271	128585406	128600536	128600687
3443	"ENSMUSG00000048668"	"Rhno1"	chr6	-	128362057	128362184	128359105	128359354	128362367	128362812
3444	"ENSMUSG00000066613"	"Zfp932"	chr5	+	110003352	110003452	109996531	109996633	110006943	110007070
3445	"ENSMUSG00000055923"	"Aasdh"	chr5	-	76877526	76877658	76875934	76876422	76878403	76878526
3446	"ENSMUSG00000055923"	"Aasdh"	chr5	-	76887187	76887360	76886046	76886322	76888029	76888136
3447	"ENSMUSG00000055923"	"Aasdh"	chr5	-	76894289	76894362	76891602	76891795	76896376	76896690
3448	"ENSMUSG00000055923"	"Aasdh"	chr5	-	76904208	76904380	76901917	76902185	76905422	76905427
3449	"ENSMUSG00000055923"	"Aasdh"	chr5	-	76904958	76905012	76904208	76904380	76905422	76905487
3450	"ENSMUSG00000029480"	"Dhx37"	chr5	-	125415300	125415398	125413857	125415166	125415865	125415939
3451	"ENSMUSG00000029480"	"Dhx37"	chr5	-	125424179	125424360	125423562	125423571	125424624	125424701
3452	"ENSMUSG00000029478"	"Ncor2"	chr5	-	125019818	125020046	125018810	125018990	125022870	125022924
3453	"ENSMUSG00000029478"	"Ncor2"	chr5	-	125019959	125020046	125018810	125018990	125022870	125022924
3454	"ENSMUSG00000029478"	"Ncor2"	chr5	-	125037061	125037166	125036820	125036918	125037273	125037376
3455	"ENSMUSG00000029478"	"Ncor2"	chr5	-	125124769	125124980	125119481	125119609	125153606	125153652
3456	"ENSMUSG00000029478"	"Ncor2"	chr5	-	125153606	125153652	125124769	125124980	125178996	125179180
3457	"ENSMUSG00000044566"	"Cage1"	chr13	-	38032364	38032624	38028102	38028190	38036787	38036923
3458	"ENSMUSG00000055312"	"Them7"	chr2	+	105284600	105284685	105224319	105224380	105297725	105297968
3459	"ENSMUSG00000038023"	"Atp6v0a2"	chr5	+	124641103	124641370	124639194	124639283	124641469	124641596
3460	"ENSMUSG00000029388"	"Eif2b1"	chr5	-	124577015	124577152	124576797	124576914	124578436	124578538
3461	"ENSMUSG00000025608"	"Podxl"	chr6	-	31523427	31523536	31522991	31523219	31524304	31524311
3462	"ENSMUSG00000029390"	"Tmed2"	chr5	+	124543486	124543507	124543079	124543164	124546895	124547003
3463	"ENSMUSG00000059206"	"Vmn1r71"	chr7	-	10749263	10749320	10744542	10749101	10751669	10751740
3464	"ENSMUSG00000059206"	"Vmn1r71"	chr7	-	10749594	10751565	10749263	10749320	10751669	10751740
3465	"ENSMUSG00000059206"	"Vmn1r71"	chr7	-	10751290	10751565	10749263	10749320	10751669	10751740
3466	"ENSMUSG00000052572"	"Dlg2"	chr7	+	91733090	91733144	91711419	91711798	91810478	91810529
3467	"ENSMUSG00000052572"	"Dlg2"	chr7	+	91997165	91997321	91968117	91968256	92040797	92040866
3468	"ENSMUSG00000052572"	"Dlg2"	chr7	+	92420631	92420673	92417223	92417323	92427690	92427741
3469	"ENSMUSG00000052572"	"Dlg2"	chr7	+	92420631	92420673	92418087	92418133	92427690	92427741
3470	"ENSMUSG00000100126"	"Gm29584"	chrY	+	65540208	65540392	65539293	65539479	65540918	65541407
3471	"ENSMUSG00000029406"	"Pitpnm2"	chr5	-	124124797	124124959	124123938	124124087	124125298	124125463
3472	"ENSMUSG00000029406"	"Pitpnm2"	chr5	-	124126354	124126504	124125298	124125463	124127176	124127347
3473	"ENSMUSG00000036899"	"Trpv5"	chr6	-	41674222	41674369	41670776	41670989	41674501	41674674
3474	"ENSMUSG00000039298"	"Cdk5rap2"	chr4	-	70246947	70246974	70245380	70245497	70250352	70250472
3475	"ENSMUSG00000039298"	"Cdk5rap2"	chr4	-	70337340	70337559	70317426	70317597	70349143	70349245
3476	"ENSMUSG00000037548"	"H2-DMb2"	chr17	+	34146895	34146993	34145270	34145470	34147650	34147932
3477	"ENSMUSG00000029414"	"Kntc1"	chr5	+	123816666	123816796	123814965	123815029	123818450	123818540
3478	"ENSMUSG00000029427"	"Zcchc8"	chr5	-	123710686	123710803	123709381	123709485	123714065	123714143
3479	"ENSMUSG00000049550"	"Clip1"	chr5	-	123581591	123581597	123579999	123580124	123582719	123582769
3480	"ENSMUSG00000049550"	"Clip1"	chr5	-	123586333	123586354	123583520	123583638	123590792	123590845
3481	"ENSMUSG00000049550"	"Clip1"	chr5	-	123613067	123615335	123611821	123611938	123617335	123617551
3482	"ENSMUSG00000049550"	"Clip1"	chr5	-	123627293	123627410	123623212	123623270	123630452	123631169
3483	"ENSMUSG00000049550"	"Clip1"	chr5	-	123635173	123635278	123630224	123631169	123640493	123640554
3484	"ENSMUSG00000049550"	"Clip1"	chr5	-	123638955	123638988	123635173	123635278	123640493	123640554
3485	"ENSMUSG00000049550"	"Clip1"	chr5	-	123642418	123642616	123641777	123641881	123646082	123646305
3486	"ENSMUSG00000022659"	"Gcsam"	chr16	+	45613023	45613089	45610379	45610560	45615950	45616007
3487	"ENSMUSG00000031442"	"Mcf2l"	chr8	+	13013914	13013998	13013534	13013650	13014818	13014893
3488	"ENSMUSG00000031442"	"Mcf2l"	chr8	+	13013914	13014007	13013534	13013650	13014818	13014893
3489	"ENSMUSG00000031442"	"Mcf2l"	chr8	+	13013914	13014007	13013534	13013650	13017346	13017439
3490	"ENSMUSG00000031442"	"Mcf2l"	chr8	+	13014818	13014893	13013534	13013650	13017346	13017468
3491	"ENSMUSG00000031442"	"Mcf2l"	chr8	+	13014818	13014893	13013914	13014007	13017346	13017468
3492	"ENSMUSG00000005312"	"Ubqln1"	chr13	-	58180821	58180905	58179552	58179668	58183181	58183324
3493	"ENSMUSG00000029442"	"Wdr66"	chr5	+	123293789	123293871	123289881	123290066	123297420	123297726
3494	"ENSMUSG00000029442"	"Wdr66"	chr5	+	123293789	123293920	123290008	123290066	123297420	123297535
3495	"ENSMUSG00000002010"	"Idh3g"	chrX	-	73782297	73782309	73782005	73782103	73782674	73782716
3496	"ENSMUSG00000029475"	"Kdm2b"	chr5	-	122881019	122881058	122880172	122880852	122881963	122882224
3497	"ENSMUSG00000029475"	"Kdm2b"	chr5	-	122881636	122881750	122881019	122881058	122881963	122882224
3498	"ENSMUSG00000029475"	"Kdm2b"	chr5	-	122984461	122984540	122982776	122982823	122987661	122987806
3499	"ENSMUSG00000029471"	"Camkk2"	chr5	-	122736987	122737030	122731169	122734245	122737432	122737533
3500	"ENSMUSG00000029471"	"Camkk2"	chr5	-	122742099	122742228	122737432	122737533	122743869	122743957
3501	"ENSMUSG00000029471"	"Camkk2"	chr5	-	122763402	122763434	122758952	122759000	122763773	122763865
3502	"ENSMUSG00000029471"	"Camkk2"	chr5	-	122763773	122764302	122757542	122759000	122779251	122779325
3503	"ENSMUSG00000029471"	"Camkk2"	chr5	-	122769898	122769983	122764005	122764302	122779251	122779315
3504	"ENSMUSG00000029470"	"P2rx4"	chr5	+	122714398	122714546	122707543	122707787	122718312	122718384
3505	"ENSMUSG00000029470"	"P2rx4"	chr5	+	122724593	122724674	122719129	122719226	122724989	122725131
3506	"ENSMUSG00000029470"	"P2rx4"	chr5	+	122727398	122727464	122727197	122727291	122727744	122727840
3507	"ENSMUSG00000035299"	"Mid1"	chrX	+	169975926	169975993	169975258	169975306	169976921	169977029
3508	"ENSMUSG00000035299"	"Mid1"	chrX	+	169982476	169982541	169981884	169982033	169983955	169983975
3509	"ENSMUSG00000022518"	"4930562C15Rik"	chr16	+	4866129	4866284	4864573	4864667	4867294	4867349
3510	"ENSMUSG00000022518"	"4930562C15Rik"	chr16	+	4866203	4866284	4864573	4864667	4867294	4867621
3511	"ENSMUSG00000043036"	"Ccdc63"	chr5	-	122129078	122129198	122127406	122127596	122129722	122129892
3512	"ENSMUSG00000042589"	"Cux2"	chr5	-	121885837	121885958	121884746	121884823	121887353	121887488
3513	"ENSMUSG00000042589"	"Cux2"	chr5	-	122043769	122043844	121924804	121924915	122047570	122047825
3514	"ENSMUSG00000058503"	"Fam133b"	chr5	+	3561038	3561089	3559605	3559698	3564240	3564327
3515	"ENSMUSG00000042647"	"Acad12"	chr5	-	121609765	121610166	121607895	121608036	121614059	121614259
3516	"ENSMUSG00000058440"	"Nrf1"	chr6	+	30088832	30088988	30047987	30048113	30089914	30090038
3517	"ENSMUSG00000058440"	"Nrf1"	chr6	+	30090268	30090304	30089894	30090146	30095339	30095346
3518	"ENSMUSG00000058440"	"Nrf1"	chr6	+	30126234	30126359	30118948	30119106	30144580	30144855
3519	"ENSMUSG00000058440"	"Nrf1"	chr6	+	30140215	30140271	30126234	30126359	30151513	30152523
3520	"ENSMUSG00000045078"	"Rnf216"	chr5	-	143092994	143093125	143087518	143087621	143098378	143098505
3521	"ENSMUSG00000045078"	"Rnf216"	chr5	-	143092994	143093125	143090119	143090758	143098378	143098505
3522	"ENSMUSG00000045078"	"Rnf216"	chr5	-	143092994	143093125	143090119	143090929	143098378	143098505
3523	"ENSMUSG00000017978"	"Cadps2"	chr6	-	23320932	23320947	23314132	23314207	23321705	23321853
3524	"ENSMUSG00000017978"	"Cadps2"	chr6	-	23328782	23328902	23323279	23323435	23329019	23329161
3525	"ENSMUSG00000017978"	"Cadps2"	chr6	-	23344206	23344363	23329019	23329161	23355823	23355927
3526	"ENSMUSG00000017978"	"Cadps2"	chr6	-	23344206	23344372	23329019	23329161	23355823	23355927
3527	"ENSMUSG00000017978"	"Cadps2"	chr6	-	23344582	23344591	23344206	23344363	23355823	23355927
3528	"ENSMUSG00000017978"	"Cadps2"	chr6	-	23354193	23354202	23344206	23344363	23355823	23355927
3529	"ENSMUSG00000017978"	"Cadps2"	chr6	-	23381056	23381077	23355823	23355927	23382880	23383004
3530	"ENSMUSG00000017978"	"Cadps2"	chr6	-	23420004	23420013	23412947	23413084	23427163	23427364
3531	"ENSMUSG00000029605"	"Oas1b"	chr5	+	120813210	120813362	120812634	120812880	120814425	120814585
3532	"ENSMUSG00000029730"	"Mcm7"	chr5	-	138170316	138170396	138169559	138169724	138170809	138171017
3533	"ENSMUSG00000032690"	"Oas2"	chr5	-	120733136	120733229	120730333	120731958	120733413	120733567
3534	"ENSMUSG00000029600"	"Rita1"	chr5	-	120611979	120612074	120611377	120611729	120612273	120612570
3535	"ENSMUSG00000042719"	"Naa25"	chr5	+	121407192	121407278	121397935	121398062	121408196	121408335
3536	"ENSMUSG00000042719"	"Naa25"	chr5	+	121409085	121409204	121408196	121408335	121413006	121413081
3537	"ENSMUSG00000042719"	"Naa25"	chr5	+	121429332	121429461	121426726	121426826	121430604	121430756
3538	"ENSMUSG00000006784"	"Ttc25"	chr11	+	100569855	100569940	100566908	100567009	100571439	100571963
3539	"ENSMUSG00000032898"	"Fbxo21"	chr5	+	117994481	117994661	117990802	117990939	117995369	117995502
3540	"ENSMUSG00000066113"	"Adamtsl1"	chr4	+	86243716	86243767	86232552	86232691	86247970	86248175
3541	"ENSMUSG00000029361"	"Nos1"	chr5	+	117915546	117915648	117914383	117914442	117919395	117919512
3542	"ENSMUSG00000066894"	"Vsig10"	chr5	+	117323499	117323580	117319082	117319503	117324852	117325134
3543	"ENSMUSG00000032959"	"Pebp1"	chr5	-	117284063	117284129	117283138	117283465	117285720	117285821
3544	"ENSMUSG00000032959"	"Pebp1"	chr5	-	117284525	117284674	117283341	117283465	117285720	117285821
3545	"ENSMUSG00000033088"	"Triobp"	chr15	+	78976466	78976544	78973251	78974292	78987891	78987948
3546	"ENSMUSG00000033088"	"Triobp"	chr15	+	78978613	78978751	78976466	78976544	78987891	78987948
3547	"ENSMUSG00000048997"	"Atxn7l2"	chr3	-	108207962	108208067	108207393	108207604	108208439	108208505
3548	"ENSMUSG00000048997"	"Atxn7l2"	chr3	-	108208916	108209095	108208439	108208505	108210344	108210934
3549	"ENSMUSG00000048997"	"Atxn7l2"	chr3	-	108209588	108209717	108208975	108209095	108210344	108210468
3550	"ENSMUSG00000049411"	"Tmem241"	chr18	-	12066615	12066707	12064203	12064239	12067059	12067105
3551	"ENSMUSG00000049411"	"Tmem241"	chr18	-	12105853	12106003	12104098	12104180	12113394	12113472
3552	"ENSMUSG00000049411"	"Tmem241"	chr18	-	12118403	12118450	12113394	12113472	12121380	12121468
3553	"ENSMUSG00000020098"	"Pcbd1"	chr10	+	61092063	61092195	61089358	61089416	61092603	61092684
3554	"ENSMUSG00000063931"	"Pepd"	chr7	+	34980504	34980536	34971656	34971703	35020964	35021033
3555	"ENSMUSG00000062296"	"Trank1"	chr9	+	111344829	111344856	111343094	111343245	111345394	111345493
3556	"ENSMUSG00000062296"	"Trank1"	chr9	+	111385118	111385204	111383073	111383162	111386370	111386474
3557	"ENSMUSG00000029513"	"Prkab1"	chr5	-	116020003	116020118	116017814	116018081	116020373	116020467
3558	"ENSMUSG00000042055"	"Wdr11"	chr7	+	129606996	129607097	129606516	129606712	129607760	129607808
3559	"ENSMUSG00000042055"	"Wdr11"	chr7	+	129624704	129624819	129624250	129624357	129625155	129625327
3560	"ENSMUSG00000042055"	"Wdr11"	chr7	+	129630619	129630797	129629917	129629983	129631173	129631269
3561	"ENSMUSG00000029538"	"Srsf9"	chr5	+	115328346	115328704	115327394	115327499	115330497	115330658
3562	"ENSMUSG00000029538"	"Srsf9"	chr5	+	115328346	115328704	115327658	115327698	115330497	115330658
3563	"ENSMUSG00000029538"	"Srsf9"	chr5	+	115331449	115331539	115330497	115330658	115332116	115332289
3564	"ENSMUSG00000029538"	"Srsf9"	chr5	+	115331460	115331539	115330577	115330658	115332116	115332289
3565	"ENSMUSG00000086368"	"Gm13830"	chr5	+	115310484	115310642	115301136	115301233	115317471	115317597
3566	"ENSMUSG00000041740"	"Rnf10"	chr5	-	115244020	115244121	115242633	115242691	115245848	115246004
3567	"ENSMUSG00000041740"	"Rnf10"	chr5	-	115259493	115259546	115256973	115257173	115260118	115260226
